X,Y,TOP_RDG,BOTTOM_RDG,VRT_GRAD
48,18.452,45475.05,45479.039,6.137
48,18.214,45475.824,45480.152,6.658
48,17.976,45475.782,45480.245,6.866
48,17.738,45476.183,45480.753,7.031
48,17.5,45476.586,45481.43,7.452
48,17.262,45476.647,45481.463,7.409
48,17.024,45477.05,45481.791,7.294
48,16.786,45477.164,45481.812,7.151
48,16.548,45476.823,45481.358,6.977
48,16.31,45476.926,45481.451,6.962
48,16.071,45477.14,45481.576,6.825
48,15.833,45476.917,45480.925,6.166
48,15.595,45477.091,45480.75,5.629
48,15.357,45477.143,45480.245,4.772
48,15.119,45477.05,45479.606,3.932
48,14.881,45477.469,45479.517,3.151
48,14.643,45477.741,45480.389,4.074
48,14.405,45477.964,45481.689,5.731
48,14.167,45478.771,45483.182,6.786
48,13.929,45479.225,45484.573,8.228
48,13.69,45478.982,45485.343,9.786
48,13.452,45479.472,45486.861,11.368
48,13.214,45479.287,45488.18,13.682
48,12.976,45478.215,45488.036,15.109
48,12.738,45478.08,45488.81,16.508
48,12.5,45476.594,45487.062,16.105
48,12.262,45474.227,45482.141,12.175
48,12.024,45472.577,45477.483,7.548
48,11.786,45470.521,45471.345,1.268
48,11.548,45468.395,45467.117,-1.966
48,11.31,45466.763,45463.836,-4.503
48,11.071,45464.973,45462.143,-4.354
48,10.833,45463.797,45461.179,-4.028
48,10.595,45462.849,45459.88,-4.568
48,10.357,45462.034,45459.385,-4.075
48,10.119,45461.508,45458.729,-4.275
48,9.881,45461.024,45457.828,-4.917
48,9.643,45460.715,45457.881,-4.36
48,9.405,45460.716,45458.16,-3.932
48,9.167,45460.591,45458.014,-3.965
48,8.929,45460.752,45458.457,-3.531
48,8.69,45461.023,45458.532,-3.832
48,8.452,45461.186,45458.557,-4.045
48,8.214,45461.602,45459.624,-3.043
48,7.976,45462.085,45460.95,-1.746
48,7.738,45462.359,45461.617,-1.142
48,7.5,45462.661,45462.394,-0.411
48,7.262,45462.902,45463.077,0.269
48,7.024,45463.331,45464.207,1.348
48,6.786,45463.437,45464.374,1.442
48,6.548,45463.45,45464.099,0.998
48,6.31,45463.22,45463.313,0.143
48,6.071,45463.179,45462.612,-0.872
48,5.833,45463.152,45462.144,-1.551
48,5.595,45463.096,45462.281,-1.254
48,5.357,45462.967,45462.617,-0.538
48,5.119,45462.869,45462.323,-0.84
48,4.881,45462.715,45462.22,-0.762
48,4.643,45462.575,45461.876,-1.075
48,4.405,45462.582,45461.551,-1.586
48,4.167,45462.455,45461.198,-1.934
48,3.929,45462.499,45461.014,-2.285
48,3.69,45462.471,45460.32,-3.309
48,3.452,45462.606,45460.531,-3.192
48,3.214,45462.869,45460.963,-2.932
48,2.976,45463.149,45462.046,-1.697
48,2.738,45463.476,45463.115,-0.555
48,2.5,45463.766,45463.684,-0.126
48,2.262,45463.993,45464.034,0.063
48,2.024,45464.333,45464.786,0.697
48,1.786,45464.745,45466.26,2.331
48,1.548,45465.251,45468.415,4.868
48,1.31,45465.476,45468.773,5.072
48,1.071,45465.671,45469.176,5.392
48,0.833,45466.179,45470.481,6.618
48,0.595,45466.598,45470.21,5.557
48,0.357,45467.302,45470.821,5.414
48,0.119,45467.934,45472.008,6.268
47,0.119,45463.928,45445.899,-27.737
47,0.357,45464.044,45458.15,-9.068
47,0.595,45464.006,45462.596,-2.169
47,0.833,45463.91,45464.302,0.603
47,1.071,45463.807,45464.467,1.015
47,1.31,45463.706,45464.757,1.617
47,1.548,45463.641,45464.816,1.808
47,1.786,45463.398,45463.924,0.809
47,2.024,45463.302,45463.364,0.095
47,2.262,45463.076,45463.271,0.3
47,2.5,45462.966,45463.1,0.206
47,2.738,45462.89,45462.664,-0.348
47,2.976,45462.658,45462.349,-0.475
47,3.214,45462.396,45462.149,-0.38
47,3.452,45462.292,45461.829,-0.712
47,3.69,45462.158,45461.272,-1.363
47,3.929,45462.148,45461.107,-1.602
47,4.167,45462.186,45461.26,-1.425
47,4.405,45462.075,45461.219,-1.317
47,4.643,45462.117,45461.117,-1.538
47,4.881,45462.159,45461.386,-1.189
47,5.119,45462.169,45461.808,-0.555
47,5.357,45462.123,45461.628,-0.762
47,5.595,45462.114,45461.3,-1.252
47,5.833,45462.012,45460.92,-1.68
47,6.071,45462.126,45461.033,-1.682
47,6.31,45462.024,45461.406,-0.951
47,6.548,45461.894,45461.73,-0.252
47,6.786,45461.715,45461.281,-0.668
47,7.024,45461.478,45460.808,-1.031
47,7.262,45461.228,45460.269,-1.475
47,7.5,45460.891,45459.489,-2.157
47,7.738,45460.62,45458.674,-2.994
47,7.976,45460.354,45457.798,-3.932
47,8.214,45460.486,45457.789,-4.149
47,8.452,45460.593,45458.007,-3.978
47,8.69,45460.498,45458.24,-3.474
47,8.929,45460.817,45458.881,-2.978
47,9.167,45461.136,45459.056,-3.2
47,9.405,45461.437,45459.643,-2.76
47,9.643,45462.328,45461.052,-1.963
47,9.881,45463.056,45462.407,-0.998
47,10.119,45463.692,45463.693,0.002
47,10.357,45464.673,45464.9,0.349
47,10.595,45465.446,45465.93,0.745
47,10.833,45466.342,45466.898,0.855
47,11.071,45467.775,45467.424,-0.54
47,11.31,45469.215,45468.876,-0.522
47,11.548,45470.917,45470.638,-0.429
47,11.786,45472.793,45473.824,1.586
47,12.024,45474.464,45478.081,5.565
47,12.262,45476.504,45483.502,10.766
47,12.5,45477.552,45486.064,13.095
47,12.738,45478.741,45488.376,14.823
47,12.976,45479.637,45489.253,14.794
47,13.214,45479.451,45487.397,12.225
47,13.452,45479.75,45486.655,10.623
47,13.69,45479.929,45485.56,8.663
47,13.929,45479.163,45483.955,7.372
47,14.167,45478.777,45482.883,6.317
47,14.405,45478.214,45480.863,4.075
47,14.643,45477.596,45479.451,2.854
47,14.881,45477.438,45478.786,2.074
47,15.119,45477.298,45478.843,2.377
47,15.357,45476.875,45479.173,3.535
47,15.595,45476.865,45479.782,4.488
47,15.833,45476.772,45479.771,4.614
47,16.071,45476.615,45479.641,4.655
47,16.31,45476.803,45480.286,5.358
47,16.548,45476.504,45480.554,6.231
47,16.786,45476.213,45480.547,6.668
47,17.024,45476.358,45480.918,7.015
47,17.262,45475.998,45480.492,6.914
47,17.5,45475.649,45480.482,7.435
47,17.738,45475.638,45481.193,8.546
47,17.976,45474.742,45480.173,8.355
47,18.214,45473.958,45478.843,7.515
47,18.452,45473.497,45478.066,7.029
47,18.69,45472.567,45476.143,5.502
47,18.929,45472,45475.102,4.772
47,19.167,45471.448,45474.587,4.829
47,19.405,45470.537,45473.01,3.805
47,19.643,45469.975,45472.033,3.166
47,19.881,45469.584,45471.891,3.549
47,20.119,45469.103,45470.66,2.395
47,20.357,45468.713,45469.403,1.062
47,20.595,45468.331,45467.435,-1.378
47,20.833,45467.918,45467.372,-0.84
47,21.071,45467.723,45467.631,-0.142
47,21.31,45467.622,45467.643,0.032
47,21.548,45467.434,45467.805,0.571
47,21.786,45467.279,45468.073,1.222
47,22.024,45466.991,45468.02,1.583
47,22.262,45466.68,45467.371,1.063
47,22.5,45466.313,45466.447,0.206
47,22.738,45465.874,45465.339,-0.823
47,22.976,45465.543,45464.956,-0.903
47,23.214,45465.219,45464.344,-1.346
47,23.452,45464.962,45464.199,-1.174
47,23.69,45464.714,45464.23,-0.745
47,23.929,45464.624,45464.232,-0.603
47,24.167,45464.438,45464.108,-0.508
47,24.405,45464.321,45464.208,-0.174
47,24.643,45464.24,45464.425,0.285
47,24.881,45464.219,45464.621,0.618
47,25.12,45463.993,45464.672,1.045
47,25.361,45463.797,45465.034,1.903
47,25.601,45463.441,45464.656,1.869
47,25.841,45463.146,45464.208,1.634
47,26.082,45462.932,45463.601,1.029
47,26.322,45462.596,45462.709,0.174
47,26.563,45462.364,45462.086,-0.428
47,26.803,45462.09,45461.658,-0.665
47,27.043,45461.965,45461.358,-0.934
47,27.284,45461.838,45460.972,-1.332
47,27.524,45461.752,45460.651,-1.694
47,27.764,45461.792,45461.244,-0.843
47,28.005,45461.844,45462.154,0.477
47,28.245,45461.767,45462.375,0.935
47,28.486,45461.651,45461.981,0.508
47,28.726,45461.528,45461.693,0.254
47,28.966,45461.467,45461.097,-0.569
47,29.207,45461.483,45460.31,-1.805
47,29.447,45461.529,45459.53,-3.075
47,29.688,45461.641,45458.539,-4.772
47,29.928,45462.232,45459.079,-4.851
47,30.168,45462.784,45459.712,-4.726
47,30.409,45463.604,45461.453,-3.309
47,30.649,45464.651,45464.177,-0.729
47,30.889,45465.477,45466.528,1.617
47,31.13,45466.343,45468.556,3.405
47,31.37,45466.612,45469.641,4.66
47,31.611,45466.991,45469.907,4.486
47,31.851,45466.795,45469.184,3.675
47,32.091,45466.312,45467.94,2.505
47,32.332,45465.951,45466.435,0.745
47,32.572,45465.342,45464.724,-0.951
47,32.813,45464.841,45463.771,-1.646
47,33.053,45464.352,45462.641,-2.632
47,33.293,45463.931,45462.426,-2.315
47,33.534,45463.704,45462.704,-1.538
47,33.774,45463.488,45462.416,-1.649
47,34.014,45463.368,45462.112,-1.932
47,34.255,45463.284,45462.108,-1.809
47,34.495,45463.219,45462.107,-1.711
47,34.736,45463.46,45462.246,-1.868
47,34.976,45463.694,45462.395,-1.998
47,35.216,45464.006,45462.812,-1.837
47,35.457,45464.394,45464.23,-0.252
47,35.697,45464.767,45465.993,1.886
47,35.938,45465.249,45467.506,3.472
47,36.178,45465.518,45468.002,3.822
47,36.418,45465.396,45467.795,3.691
47,36.659,45465.497,45467.713,3.409
47,36.899,45465.219,45467.177,3.012
47,37.139,45464.962,45466.961,3.075
47,37.38,45464.62,45466.548,2.966
47,37.62,45464.015,45465.466,2.232
47,37.861,45463.51,45464.623,1.712
47,38.101,45463.181,45463.644,0.712
47,38.341,45462.603,45462.541,-0.095
47,38.582,45462.241,45461.839,-0.618
47,38.822,45461.853,45461.204,-0.998
47,39.063,45461.635,45461.222,-0.635
47,39.303,45461.456,45461.477,0.032
47,39.543,45461.231,45462.045,1.252
47,39.784,45461.055,45462.643,2.443
47,40.024,45460.9,45462.587,2.595
47,40.264,45460.518,45461.219,1.078
47,40.505,45459.974,45460.572,0.92
47,40.745,45459.518,45460.476,1.474
47,40.986,45458.966,45459.636,1.031
47,41.226,45458.416,45458.705,0.445
47,41.466,45457.853,45458.995,1.757
47,41.707,45457.292,45459.508,3.409
47,41.947,45457.077,45459.221,3.298
47,42.188,45456.923,45459.293,3.646
47,42.428,45456.76,45458.5,2.677
47,42.668,45456.552,45457.408,1.317
47,42.909,45456.172,45455.956,-0.332
47,43.149,45455.818,45453.025,-4.297
47,43.389,45455.673,45451.448,-6.5
47,43.63,45455.526,45450.648,-7.505
47,43.87,45456.015,45453.059,-4.548
47,44.111,45456.449,45456.438,-0.017
47,44.351,45456.916,45460.189,5.035
47,44.591,45457.6,45462.125,6.962
47,44.832,45458.16,45462.143,6.128
47,45.072,45458.777,45463.064,6.595
47,45.313,45459.231,45462.55,5.106
47,45.553,45459.424,45461.956,3.895
47,45.793,45459.81,45462.758,4.535
47,46.034,45459.856,45463.536,5.662
47,46.274,45460.005,45464.271,6.563
47,46.514,45460.242,45464.519,6.58
47,46.755,45460.147,45462.678,3.894
47,46.995,45459.994,45462.807,4.328
47,47.236,45459.994,45464.162,6.412
47,47.476,45459.528,45463.176,5.612
47,47.716,45459.244,45460.967,2.651
47,47.957,45458.994,45459.365,0.571
47,48.197,45458.871,45458.902,0.048
47,48.438,45458.747,45459.098,0.54
47,48.678,45458.687,45459.625,1.443
47,48.918,45458.715,45460.263,2.382
47,49.159,45458.975,45461.428,3.774
47,49.399,45459.437,45463.957,6.954
47,49.639,45459.707,45464.65,7.605
47,49.88,45459.895,45464.579,7.206
46,49.877,45458.306,45457.174,-1.742
46,49.632,45458.075,45456.364,-2.632
46,49.387,45457.704,45455.344,-3.631
46,49.142,45457.47,45454.527,-4.528
46,48.897,45457.531,45454.748,-4.282
46,48.652,45457.687,45454.945,-4.218
46,48.407,45458.078,45456.905,-1.805
46,48.162,45458.24,45457.931,-0.475
46,47.917,45458.376,45458.128,-0.382
46,47.672,45458.518,45458.776,0.397
46,47.426,45458.56,45459.57,1.554
46,47.181,45458.715,45460.611,2.917
46,46.936,45458.543,45461.002,3.783
46,46.691,45458.351,45460.959,4.012
46,46.446,45458.056,45460.499,3.758
46,46.201,45457.611,45459.364,2.697
46,45.956,45457.098,45458.324,1.886
46,45.711,45456.717,45456.789,0.111
46,45.466,45456.186,45455.528,-1.012
46,45.221,45455.673,45453.849,-2.806
46,44.975,45455.397,45451.564,-5.897
46,44.73,45455.596,45450.769,-7.426
46,44.485,45455.647,45449.731,-9.102
46,44.24,45456.133,45451.151,-7.665
46,43.995,45456.781,45453.442,-5.137
46,43.75,45456.942,45454.839,-3.235
46,43.505,45457.644,45457.366,-0.428
46,43.26,45457.953,45457.83,-0.189
46,43.015,45457.914,45454.919,-4.608
46,42.77,45457.872,45445.03,-19.757
46,42.525,45458.275,45436.201,-33.96
46,42.279,45458.869,45450.408,-13.017
46,42.034,45459.746,45465.354,8.628
46,41.789,45460.383,45463.234,4.386
46,41.544,45460.839,45460.571,-0.412
46,41.299,45461.092,45460.341,-1.155
46,41.054,45461.202,45460.821,-0.586
46,40.809,45461.518,45461.425,-0.143
46,40.564,45461.824,45461.278,-0.84
46,40.319,45462.034,45460.529,-2.315
46,40.074,45462.095,45460.271,-2.806
46,39.828,45462.245,45460.846,-2.152
46,39.583,45462.324,45460.561,-2.712
46,39.338,45462.559,45460.631,-2.966
46,39.093,45462.897,45461.13,-2.718
46,38.848,45463.281,45461.523,-2.705
46,38.603,45463.737,45463.14,-0.918
46,38.358,45464.199,45464.735,0.825
46,38.113,45464.604,45465.849,1.915
46,37.868,45464.899,45466.578,2.583
46,37.623,45465.065,45466.95,2.9
46,37.377,45465.384,45467.394,3.092
46,37.132,45465.312,45467.373,3.171
46,36.887,45465.272,45467.135,2.866
46,36.642,45465.293,45466.828,2.362
46,36.397,45464.991,45466.352,2.094
46,36.152,45464.9,45466.136,1.902
46,35.907,45464.838,45465.92,1.665
46,35.662,45464.757,45465.683,1.425
46,35.417,45464.797,45465.796,1.537
46,35.172,45465.14,45466.714,2.422
46,34.926,45465.382,45467.495,3.251
46,34.681,45465.837,45468.465,4.043
46,34.436,45466.209,45469.256,4.688
46,34.191,45466.491,45469.481,4.6
46,33.946,45466.945,45470.097,4.849
46,33.701,45467.21,45470.806,5.532
46,33.456,45467.475,45471.474,6.152
46,33.211,45468.103,45472.652,6.998
46,32.966,45468.27,45473.402,7.895
46,32.721,45468.247,45473.527,8.123
46,32.475,45468.692,45474.268,8.578
46,32.23,45468.302,45474.052,8.846
46,31.985,45467.792,45473.68,9.058
46,31.74,45467.445,45473.525,9.354
46,31.495,45466.207,45470.907,7.231
46,31.25,45465.322,45467.847,3.885
46,31.005,45464.403,45464.568,0.254
46,30.76,45463.688,45462.875,-1.251
46,30.515,45463.268,45462.197,-1.648
46,30.27,45463.096,45462.519,-0.888
46,30.025,45463.085,45463.322,0.365
46,29.779,45463.168,45464.137,1.491
46,29.534,45463.306,45464.994,2.597
46,29.289,45463.306,45465.293,3.057
46,29.044,45463.704,45465.754,3.154
46,28.799,45463.694,45465.539,2.838
46,28.554,45463.632,45465.219,2.442
46,28.309,45463.595,45465.036,2.217
46,28.064,45463.642,45465.002,2.092
46,27.819,45463.696,45464.943,1.918
46,27.574,45463.919,45464.919,1.538
46,27.328,45464.024,45464.828,1.237
46,27.083,45464.181,45465.303,1.726
46,26.838,45464.446,45465.868,2.188
46,26.593,45464.56,45466.446,2.902
46,26.348,45464.656,45466.807,3.309
46,26.103,45464.928,45467.196,3.489
46,25.858,45464.994,45467.145,3.309
46,25.613,45465.023,45466.971,2.997
46,25.368,45465.19,45466.971,2.74
46,25.123,45465.249,45466.816,2.411
46,24.876,45465.416,45466.746,2.046
46,24.629,45465.805,45466.908,1.697
46,24.381,45465.909,45466.858,1.46
46,24.134,45466.105,45467.002,1.38
46,23.886,45466.433,45467.586,1.774
46,23.639,45466.61,45468.588,3.043
46,23.391,45466.846,45469.358,3.865
46,23.144,45467.207,45470.268,4.709
46,22.896,45467.073,45469.67,3.995
46,22.649,45467.012,45468.733,2.648
46,22.401,45466.847,45466.991,0.222
46,22.153,45466.831,45466.028,-1.235
46,21.906,45466.978,45466.545,-0.666
46,21.658,45467.258,45467.866,0.935
46,21.411,45467.465,45468.528,1.635
46,21.163,45467.703,45468.785,1.665
46,20.916,45467.824,45468.648,1.268
46,20.668,45467.897,45467.855,-0.065
46,20.421,45467.992,45466.859,-1.743
46,20.173,45468.207,45465.6,-4.011
46,19.926,45468.816,45466.187,-4.045
46,19.678,45469.379,45467.701,-2.582
46,19.431,45470.073,45469.177,-1.378
46,19.183,45470.836,45471.382,0.84
46,18.936,45471.465,45472.929,2.252
46,18.688,45472.278,45474.391,3.251
46,18.441,45472.693,45474.937,3.452
46,18.193,45473.124,45475.268,3.298
46,17.946,45473.465,45475.843,3.658
46,17.698,45473.598,45476.834,4.978
46,17.45,45474.043,45478.252,6.475
46,17.203,45474.731,45479.606,7.5
46,16.955,45474.886,45479.421,6.977
46,16.708,45475.226,45480.049,7.42
46,16.46,45475.906,45481.049,7.912
46,16.213,45476.225,45481.038,7.405
46,15.965,45476.883,45481.813,7.585
46,15.718,45477.575,45482.492,7.565
46,15.47,45477.823,45482.76,7.595
46,15.223,45478.482,45484.079,8.611
46,14.975,45479.441,45486.387,10.686
46,14.728,45479.981,45487.958,12.272
46,14.48,45481.175,45490.191,13.871
46,14.233,45482.059,45492.201,15.603
46,13.985,45481.544,45492.664,17.108
46,13.738,45481.492,45494.354,19.788
46,13.49,45480.856,45494.803,21.457
46,13.243,45479.307,45491.674,19.026
46,12.995,45478.689,45488.283,14.76
46,12.748,45476.4,45481.44,7.754
46,12.5,45474.247,45477.205,4.551
46,12.252,45472.899,45474.567,2.566
46,12.005,45471.413,45473.309,2.917
46,11.757,45470.377,45472.724,3.611
46,11.51,45469.827,45472.846,4.645
46,11.262,45468.866,45472.494,5.582
46,11.015,45468.072,45471.86,5.828
46,10.767,45467.342,45471.114,5.803
46,10.52,45466.064,45469.146,4.742
46,10.272,45465.365,45467.794,3.737
46,10.025,45464.592,45466.519,2.965
46,9.777,45463.599,45465.042,2.22
46,9.53,45462.982,45463.828,1.302
46,9.282,45462.395,45462.528,0.205
46,9.035,45461.999,45461.134,-1.331
46,8.787,45461.529,45459.87,-2.552
46,8.54,45461.383,45459.726,-2.549
46,8.292,45461.414,45460.404,-1.554
46,8.045,45461.383,45461.084,-0.46
46,7.797,45461.475,45461.66,0.285
46,7.55,45461.776,45461.787,0.017
46,7.302,45462.051,45462.122,0.109
46,7.054,45462.21,45462.982,1.188
46,6.807,45462.259,45463.321,1.634
46,6.559,45462.368,45463.387,1.568
46,6.312,45462.354,45463.405,1.617
46,6.064,45462.359,45463.368,1.552
46,5.817,45462.55,45463.467,1.411
46,5.569,45462.572,45463.252,1.046
46,5.322,45462.641,45463.517,1.348
46,5.074,45462.787,45465.044,3.472
46,4.827,45462.956,45464.87,2.945
46,4.579,45463.219,45464.569,2.077
46,4.332,45463.333,45464.745,2.172
46,4.084,45463.294,45465.169,2.885
46,3.837,45463.466,45465.775,3.552
46,3.589,45463.46,45466.003,3.912
46,3.342,45463.364,45465.724,3.631
46,3.094,45463.46,45465.817,3.626
46,2.847,45463.393,45465.115,2.649
46,2.599,45463.274,45464.273,1.537
46,2.351,45463.307,45463.658,0.54
46,2.104,45463.313,45463.405,0.142
46,1.856,45463.415,45463.807,0.603
46,1.609,45463.807,45464.899,1.68
46,1.361,45464.362,45465.765,2.158
46,1.114,45464.953,45466.921,3.028
46,0.866,45466,45470.211,6.478
46,0.619,45466.632,45473.545,10.635
46,0.371,45467.137,45474.928,11.986
46,0.124,45467.532,45474.853,11.263
45,0.123,45463.007,45463.326,0.491
45,0.368,45462.777,45462.612,-0.254
45,0.613,45462.673,45462.054,-0.952
45,0.858,45462.301,45461.682,-0.952
45,1.103,45461.973,45461.365,-0.935
45,1.348,45461.7,45459.775,-2.962
45,1.593,45461.51,45459.696,-2.791
45,1.838,45461.538,45460.889,-0.998
45,2.083,45461.58,45461.59,0.015
45,2.328,45461.9,45461.623,-0.426
45,2.574,45462.164,45462.627,0.712
45,2.819,45462.436,45463.673,1.903
45,3.064,45462.59,45464.26,2.569
45,3.309,45462.603,45464.262,2.552
45,3.554,45462.682,45464.218,2.363
45,3.799,45462.503,45463.47,1.488
45,4.044,45462.261,45463.096,1.285
45,4.289,45462.209,45462.673,0.714
45,4.534,45462.009,45462.184,0.269
45,4.779,45461.851,45461.789,-0.095
45,5.025,45461.755,45461.59,-0.254
45,5.27,45461.68,45461.515,-0.254
45,5.515,45461.498,45461.529,0.048
45,5.76,45461.457,45461.458,0.002
45,6.005,45461.405,45461.044,-0.555
45,6.25,45461.312,45461.075,-0.365
45,6.495,45461.28,45461.713,0.666
45,6.74,45461.272,45462.354,1.665
45,6.985,45461.159,45462.468,2.014
45,7.23,45461.117,45462.652,2.362
45,7.475,45460.968,45462.038,1.646
45,7.721,45460.787,45461.549,1.172
45,7.966,45460.725,45460.942,0.334
45,8.211,45460.568,45460.475,-0.143
45,8.456,45460.641,45460.61,-0.048
45,8.701,45460.918,45461.268,0.538
45,8.946,45461.363,45461.27,-0.143
45,9.191,45461.717,45461.553,-0.252
45,9.436,45462.208,45462.198,-0.015
45,9.681,45462.777,45462.89,0.174
45,9.926,45463.388,45463.739,0.54
45,10.172,45464.209,45465.436,1.888
45,10.417,45465.034,45466.94,2.932
45,10.662,45465.653,45467.869,3.409
45,10.907,45466.392,45468.103,2.632
45,11.152,45466.919,45467.722,1.235
45,11.397,45467.62,45467.62,0
45,11.642,45468.576,45467.969,-0.934
45,11.887,45469.77,45468.524,-1.917
45,12.132,45471.033,45469.569,-2.252
45,12.377,45472.71,45472.504,-0.317
45,12.623,45474.134,45477.102,4.566
45,12.868,45475.35,45481.513,9.482
45,13.113,45476.831,45485.868,13.903
45,13.358,45477.287,45485.955,13.335
45,13.603,45477.933,45485.281,11.305
45,13.848,45477.328,45482.77,8.372
45,14.093,45475.968,45479.957,6.137
45,14.338,45475.329,45478.571,4.988
45,14.583,45475.144,45476.837,2.605
45,14.828,45474.206,45474.073,-0.205
45,15.074,45473.413,45471.444,-3.029
45,15.319,45472.721,45469.237,-5.36
45,15.564,45471.752,45467.743,-6.168
45,15.809,45471.269,45467.847,-5.265
45,16.054,45470.84,45467.185,-5.623
45,16.299,45470.66,45467.115,-5.454
45,16.544,45470.439,45467.475,-4.56
45,16.789,45470.298,45467.515,-4.282
45,17.034,45470.115,45468.487,-2.505
45,17.279,45470.017,45469.194,-1.266
45,17.525,45469.96,45469.393,-0.872
45,17.77,45469.949,45469.661,-0.443
45,18.015,45469.786,45470.435,0.998
45,18.26,45469.68,45471.061,2.125
45,18.505,45469.358,45470.83,2.265
45,18.75,45469.032,45469.949,1.411
45,18.995,45468.63,45469.135,0.777
45,19.24,45468.113,45468.061,-0.08
45,19.485,45467.714,45467.168,-0.84
45,19.73,45467.362,45466.28,-1.665
45,19.975,45467.095,45466.6,-0.762
45,20.221,45466.981,45467.258,0.426
45,20.466,45467.033,45467.796,1.174
45,20.711,45466.971,45468.084,1.712
45,20.956,45466.807,45468.001,1.837
45,21.201,45466.609,45467.846,1.903
45,21.446,45466.383,45466.702,0.491
45,21.691,45466.096,45464.756,-2.062
45,21.936,45465.95,45463.168,-4.28
45,22.181,45466.044,45463.749,-3.531
45,22.426,45466.148,45466.128,-0.031
45,22.672,45466.33,45467.897,2.411
45,22.917,45466.219,45468.156,2.98
45,23.162,45466.032,45467.228,1.84
45,23.407,45465.879,45467.691,2.788
45,23.652,45465.775,45467.815,3.138
45,23.897,45465.593,45466.899,2.009
45,24.142,45465.422,45466.237,1.254
45,24.387,45465.145,45465.423,0.428
45,24.632,45464.879,45464.736,-0.22
45,24.877,45464.663,45464.065,-0.92
45,25.118,45464.271,45463.591,-1.046
45,25.354,45464.1,45463.545,-0.854
45,25.59,45463.899,45463.218,-1.048
45,25.825,45463.848,45463.261,-0.903
45,26.061,45463.655,45463.676,0.032
45,26.297,45463.57,45463.931,0.555
45,26.533,45463.45,45463.522,0.111
45,26.769,45463.324,45463.078,-0.378
45,27.005,45463.197,45462.724,-0.728
45,27.241,45463.024,45462.54,-0.745
45,27.476,45462.921,45462.663,-0.397
45,27.712,45462.91,45462.622,-0.443
45,27.948,45462.818,45462.499,-0.491
45,28.184,45462.773,45462.485,-0.443
45,28.42,45462.755,45462.755,0
45,28.656,45462.777,45463.148,0.571
45,28.892,45462.75,45463.192,0.68
45,29.127,45462.704,45463.106,0.618
45,29.363,45462.678,45462.514,-0.252
45,29.599,45462.685,45462.006,-1.045
45,29.835,45462.59,45461.476,-1.714
45,30.071,45462.745,45461.22,-2.346
45,30.307,45463.148,45461.251,-2.918
45,30.542,45463.595,45461.566,-3.122
45,30.778,45464.425,45463.858,-0.872
45,31.014,45465.158,45466.723,2.408
45,31.25,45465.96,45469.155,4.915
45,31.486,45466.485,45470.402,6.026
45,31.722,45466.692,45470.048,5.163
45,31.958,45467.103,45470.432,5.122
45,32.193,45467.259,45470.207,4.535
45,32.429,45467.116,45469.712,3.994
45,32.665,45467.197,45469.423,3.425
45,32.901,45466.898,45468.741,2.835
45,33.137,45466.445,45468.187,2.68
45,33.373,45466.312,45467.991,2.583
45,33.608,45465.879,45467.577,2.612
45,33.844,45465.406,45466.303,1.38
45,34.08,45464.921,45464.457,-0.714
45,34.316,45464.374,45462.364,-3.092
45,34.552,45463.951,45461.189,-4.249
45,34.788,45463.622,45459.726,-5.994
45,35.024,45463.642,45460.273,-5.183
45,35.259,45463.874,45461.693,-3.355
45,35.495,45464.125,45463.105,-1.569
45,35.731,45464.498,45464.869,0.571
45,35.967,45464.85,45466.034,1.822
45,36.203,45465.167,45466.723,2.394
45,36.439,45465.391,45467.023,2.511
45,36.675,45465.39,45467.034,2.529
45,36.91,45465.517,45467.052,2.362
45,37.146,45465.446,45466.816,2.108
45,37.382,45465.136,45466.919,2.743
45,37.618,45464.818,45466.929,3.248
45,37.854,45464.487,45465.972,2.285
45,38.09,45464.149,45465.231,1.665
45,38.325,45463.939,45465.124,1.823
45,38.561,45463.684,45465.075,2.14
45,38.797,45463.377,45465.096,2.645
45,39.033,45463.21,45465.404,3.375
45,39.269,45462.991,45464.651,2.554
45,39.505,45462.721,45464.182,2.248
45,39.741,45462.691,45464.33,2.522
45,39.976,45462.555,45464.675,3.262
45,40.212,45462.21,45463.611,2.155
45,40.448,45461.931,45461.89,-0.063
45,40.684,45461.638,45460.25,-2.135
45,40.92,45461.459,45459.346,-3.251
45,41.156,45461.507,45457.921,-5.517
45,41.392,45461.499,45462.56,1.632
45,41.627,45461.334,45466.703,8.26
45,41.863,45461.361,45467.228,9.026
45,42.099,45460.983,45465.218,6.515
45,42.335,45460.426,45463.555,4.814
45,42.571,45460.343,45463.693,5.154
45,42.807,45460.087,45465.364,8.118
45,43.042,45459.479,45467.765,12.748
45,43.278,45459.159,45475.855,25.686
45,43.514,45458.232,45487.423,44.909
45,43.75,45456.451,45471.713,23.48
45,43.986,45454.415,45442.512,-18.312
45,44.222,45452.687,45437.042,-24.069
45,44.458,45452.358,45441.835,-16.189
45,44.693,45452.405,45445.222,-11.051
45,44.929,45453.271,45448.66,-7.094
45,45.165,45453.926,45451.175,-4.232
45,45.401,45454.365,45452.458,-2.934
45,45.637,45455.171,45453.264,-2.934
45,45.873,45455.813,45454.176,-2.518
45,46.108,45456.23,45454.984,-1.917
45,46.344,45456.665,45455.892,-1.189
45,46.58,45456.965,45456.603,-0.557
45,46.816,45457.064,45456.94,-0.191
